id_comment,id_restaurant,comment_text,comment_usability, comment_date
5014,470,"Персонал оч неспешен, цены вполне московские. Но вкусно, красиво, честные порции да и как-то незачем тут спешить. ",2,13 сентября 2020 г.
5015,470,"Интерьер, местоположение, меню- все прекрасно. Кроме сервиса. Официанты не обучены, какие-то перепуганные, как будто на заправке обслуживают, забывают принести приборы, не убирают со стола своевременно, забывают о клиенте. Кухня готовит очень долго. Туалет красивый , но грязный: брызги, волосы, следы от обуви. Надеюсь, вы исправитесь) ",0,16 августа 2020 г.
5016,470,"Модное местечко, интерьер - современная классика. Меню маленькое и не очень понятное (много иностранных слов). В целом неплохо, готовят быстро. ",0,16 июня 2019 г.
5017,470,"Соотношение вкуса, цены, местоположения и обслуживания - идеально для Тамбова! Завтракали больший семьей, включая маленького ребёнка. Попробовали яичницы, омлеты, сэндвичи, вафли, кофе, чай, молочный коктейль. Реально большие порции, потрясающий сэндвич с пряной тыквой, вкусный кофе, все остальное на уровне. Спасибо!",1,8 мая 2019 г.
5018,470,Решили с подругами после работы зайти в Библиотеку. Довольно часто там бываем - интерьер и кухня нас поразили с первого раза. И в этот день они нас не расстроили.,0,20 марта 2019 г.
5019,470,Погуляли и решили зайти в небольшую кофейню. Больше всего нас покорил вид на набережную. Теперь это знаковое место для нас.,1,13 марта 2019 г.
5020,470,"Когда я выпила кофе в Библиотеке - не нашла к чему придраться, была в легком шоке. Но сейчас я постоянный клиент.",0,4 марта 2019 г.
5021,470,"На днях наткнулся на довольно необычное кафе - красивые столики, милые десерты и вкусный кофе. А что еще нужно для счастья?",0,27 февраля 2019 г.
5022,470,"Пряничные человечки - это то, что покорило меня окончательно и бесповоротно. Самое интересное, что раньше я такое не жаловал. А теперь и дня не могу прожить без вашей волшебной кофейни.",1,22 февраля 2019 г.
5023,471,"Топовый бар в Тамбове. Лучшие бармены с оригинальными коктейлями, отличный выбор крафтового пива, вкусная кухня и уютная атмосфера.",0,24 сентября 2021 г.
5024,471,"Для меня лучше место после принесения даров богине Миктлансиуатль)))в котором присутствовали на тот момент «Flor de Muerto»!!! А это не может не радовать! А если серьёзно, один из лучших баров города Тамбова в котором действительно можно, и хочется провести время интересно с вкусным напитком, который тебе всегда сможет посоветовать любой бармен, работающий в этом заведении, и интересной беседой как об алкоголе и и истории того или иного напитка, так и о какой бы то ни было жизненной ситуации. Смогут выслушать и помочь советом. А для бара, как мы думаем, это не мало важно слушать и слышать гостей! Отдельно хотелось бы поблагодарить персонал работающий в эту ночь! Большое спасибо вам ребята, вы сделали нашу ночь. Думаю остальные слова излишне.P.s Кстати самый вкусный карпаччо что мы пробовали в Тамбове! Поварам отдельно большое спасибо! Мы очень ценим ваше творчество тоже!",0,2 ноября 2019 г.
5025,471,"Я хочу коктейль, а не плохой юмор. Официант предложил нам «воды с чём-нибудь», при том, что мы пришли трезвыми и попросили «чего-то оригинальног»",0,30 августа 2019 г.
5026,471,"Дважды посетили за неделю бар. Сначала с супругом, потом с друзьями. Это БАР, т.е. здесь предлагаются алкоголь и закуски. Конечно есть и б/а напитки. Интерьер дизайнерский в стиле лофт, очень стильно. Помещение небольшое. Напитки качественные, прекрасные коктейли. Закусок немного, в целом меню небольшое, но можете быть уверены, что все заказанное доставит вам настоящее гастрономическое удовольствие. Обслуживающий персонал на высшем уровне, ребята просто молодцы!!! Видно, что любят свое дело и свой бар, от души! Самые приятнейшие впечатления!",0,30 июля 2019 г.
5027,471,"Только открылся, но мы побывали уже дважды. Авторские коктейли, лучшие бармены Тамбова (эти лица знают все!!), крутое оформление коктейлей живыми цветами, очень вкусная кухня. Особенно мидии и креветки. Пожалуй, самые вкусные в городе. Зал небольшой, уютный. Очень стильное заведение, рекомендую однозначно)))",1,20 апреля 2019 г.
5028,472,"Достаточно часто посещал данное заведение, пиво хорошее, кухня всегда не дотягивала, но с этим можно было мириться. Однако, в последний мой визит мне принесли настолько отвратительное люля из говядины, что я даже не представляю, как его можно было так испортить. Мои гневные замечания официантка удостоила комментарием, что повар ей сказал, что с блюдом все хорошо(было бы странно, если б он сказал иначе), и, как ни в чем не бывало, включила блюдо в счёт, который, естественно, я тут же попросил. Окончательно портить вечер из-за каких-то четырехсот рублей не хотелось, поэтому я все оплатил и ушел. Естественно, после подобной ситуации, в паб я уже никогда не вернусь, расстраивает как кухня, так и отношение к клиенту.",0,22 ноября 2021 г.
5029,472,"Выбор пива слабенький, крафта нет, все довольно средненькое. Ценник невысокий, стейк неплохой, селедка обычная. Ничего выдающегося, очень обычно. Не впечатлился абсолютно",1,4 ноября 2021 г.
5030,472,"Хороший выбор пива, приятный интерьер. К обслуживанию претензий нет. Заказывали Говяжьи медальоны и Любимое блюдо ""Горького"". Очень вкусно.",2,15 января 2021 г.
5031,472,"Не ходите⚠️МОЛОЧНЫЙ КОКТЕЙЛЬ ЗА 250р, где в составе одно молоко без мороженного. Безалкогольный мохито, Горький и в котором половина стакана льда-350. За такую отвратную подачу такие деньги платить жалко. Много блюд в стоп листе.",0,28 ноября 2020 г.
5032,472,Принесли котлету по киевски с сырым мясом внутри больше сказать нечего ужасная кухня. Котегорически не соаетую ,0,27 сентября 2020 г.
5033,472,"Приехал в этот паб по рекомендации администратора отеля. Сначала как то насторожился, потому что в меню говяжий стейк так и называется, ""стейк из говядины"". Но доверился рекомендации официанта и не разочаровался! Стейк был рибай и приготовлен ОТМЕННО!!! Остальная закуска очень понравилась, и конечно же борщь, это шедевр. Пиво так же было хорошее. Сыну очень понравился грибной суп пюре, а он в этих супах осень хорошо разбирается. Порадовало приложение ГУСЛИ.",1,14 августа 2020 г.
5034,472,"Приятное заведение. Хороший выбор пива, в частности есть редкие марки, например, бельгийский крик, который не часто можно встретить за МКАДом. Сотрудники приветливые и радушные. Кухня вкусная без пафоса.",1,2 января 2020 г.
5035,472,Еда не очень. Безвкусная.Атмосферы паба нет - интерьер не соответствует. Да и безумное смешение стилей и Странный выбор деталей интерьера усугубляет картину,0,18 октября 2019 г.
5036,472,"Очень жаль, что не удалось ощутить атмосферу паба в этом месте, посетителей было мало. При этом для пивной выбор блюд достаточно разнообразный. Качество тоже вполне. ",4,16 октября 2019 г.
5037,472,"Очень интересный интерьер с элементами, создающими атмосферу английского паба. Отличное пиво на любой вкус. Из закусок к пиву понравилась жаренная мойва. Внимательное и быстрое обслуживание.",0,16 сентября 2019 г.
5038,472,"Зашёл перекусить вечером, заказал купаты. Посетителей было не многочисленно. Купаты совершенно не понравились - были абсолютно безвкусные. Пиво нормальное, но за такую цену могло быть и получше. ",0,3 сентября 2019 г.
5039,472,"Очень и очень завышенные цены на примитивную еду. Почему-то в состав бизнес ланча не входит салат и напитки. Официантки очень высокомерны, вечно забывают заказы. Зарекались не ходить сюда больше и вот снова решились зайти, в надежде, что персонал оду поется, но нет.... одно сплошное разочарование и испорченное официантками настроение. Не рекомендуем!!!! ",2,26 августа 2019 г.
5040,472,"Дорогие официантки! Пожалуйста, записывайте заказы! У вас у всех проблемы с памятью! Как всегда, обслуживание очень хромает! ",1,26 августа 2019 г.
5041,472,Не первый раз захожу. Сегодня зашел после прогулки днем. Грибной суп-пюре замечательнй. Пивасик нефильтрованный бельгийский и германский. Все хорошо. Официантки вежливые,0,14 июля 2019 г.
5042,472,"Заказали чивас 12 по 100, принесли кинули пару льда, пить не возможно, добавили еще лед, не помогло, пошли за бар убедиться в качестве, заказали, налили в нашем присутствие, оказалось два разных продукта. Сами предложили посмотреть камеры, но по техническим причинам показать не получилось. От алко вертолеты! Креветки жареные мелкие, не очень. Милые и внимательные официантки. Администрация отказалась принимать претензии! Счет оплатили, на здоровье. Негативное место!",0,10 июля 2019 г.
5043,472,"Мое излюбленное место. Все в нем складненько, но в последнее время проблемы с вытяжкой, в зале все ароматы кухни, и после одной стирки запах от одежды не исчезает. очень душно!",0,28 февраля 2019 г.
5044,472,"В обед посещал данное заведение, борщ и бефстроганов отличные, порции большие. Рекомендую. Большой выбор пиво. ",0,18 ноября 2018 г.
5045,472,"Классный бар с современным и приятным интерьером, удобными диванами, большим пространством, баром и телевизорами. Хорошее пивное меню (российское, чешское, немецкое и бельгийское пиво), много видов сидра (правда он весь бутылированный и дорогой - где то 5 видов: ПОШ, Chester’s и тд). Много закусок - особенно вкусные гренки + брали также куриные крылья, но они оказались очень маленькими. Самое вкусное блюдо из опробованных - Любимое блюдо Горького (оно на фото - картофельный драник с куриным филе, грибами и травами) - всем советую попробовать, если будете думать над основным меню! ",1,5 ноября 2018 г.
5046,472,"Рекомендован к посещению! Зашли с коллегой попить пива перед поездом и остались весьма довольны! Хороший выбор пива, очень богатый выбор закусок к пиву (одних крыльев вариантов 7), приятная атмосфера, вкусный кальян, хорошая музыка - что еще нужно простому русскому человеку!)",1,13 сентября 2018 г.
5047,472,"Попал я в паб вообще случайно, во всех кафешках было все забито. Ну и ладно. По дороге встретился паб, надо зайти. Сели, заказали еды и выпивки. Сразу по поводу цен. В пабе дороже, чем в кафешках в округе, но не прям сильно. Цены на блюда абсолютно такие же, но вот из-за блюд надо идти в паб. Заказали цезарь, жульен и еще что-то). Лучший жульен, который я только пробывал. Повару браво. Единственное что не хватает этому бару,это какой либо атмосферности.",2,11 июля 2018 г.
5048,472,"Паб и паб. Расположились на веранде. С верхних зонтов мне на джинсы накапало ржавчины на джинсы. Персонал на это ноль внимания. Выбор пива и еды неплохой, все подают быстро. Но мне начало казаться, что судя по выражению лица я должен много денег официантке. Разговаривала сквозь зубы, театрально закатывала глаза при попытке уточнить меню. ",1,20 июня 2018 г.
5049,472,"Приятный паб, чтобы выпить любимые традиционные сорта пива из разных стран. С крафтом немного недоработка. Если Василеостровская пивоварня ещё редко появляется в магазинах, то продукцией волковского завода уже завалены прилавки Пятёрочки и Ашана во всех городах. Стоит поискать других, менее раскрученных и более редких производителей, которые в тамбовских крафтовых магазинах уже присутствует. Крылышкам имбирно-медовым не хватало ни имбиря, ни соуса, но вкус и свежесть пива не дали понизить оценку данному заведению. Персонал приветливый, но к совершенству есть ещё куда стремиться.))))",0,4 июня 2018 г.
5050,472,"Одно из мест г. Тамбова с действительно большим выбором пива. Можно посмотреть футбол. В общем позитивно. Из минусов, небольшой выбор закусок.",1,23 марта 2018 г.
5051,472,"Не то, чтоб в Тамбове было много хороших пабов ))) Но чисто из-за их отсутствия завышать оценку тоже не хочется. С едой - откровенно слабенько. Когда хочется не просто выпить пива, а еще его чем-то и заесть тут будет грустно (((Возможно я попадал сюда не в самый лучший момент, но с выбором пива по наличию мне не повезло (((( И пришлось брать что-то бутылочное и оно как-то не оправдало ((( С другой стороны - что взять-то с бутылки )))",0,27 ноября 2017 г.
5052,472,"Зашёл пропустить бокал пива перед самолетом, взял Guinness - похож на настоящий. Ценник как в Москве - пиво + фисташки = 650 руб.Цивильно, но для Тамбова дороговато:(",0,29 сентября 2017 г.
5053,472,Богатый ассортимент разливного пива. Вкусные фирменные блюда. Приятное обслуживание. Удобное расположение и просторный зал.,0,25 августа 2017 г.
5054,472,"На стойке нормально - бармены не дико шустрят, но работают. Пива много всякого забугорного на кранах. С едой беда бедой. Повара гнать в шею за подачу сёмги мороженой (никогда не ел хрустящую сёмгу, обжигающую холодом зубы), за отвратительнейшие крылья в какой-то кошмарной кирпичной панировке и варёными внутри. Хорошо хоть фисташки бармен насыпает.",2,9 августа 2017 г.
5055,472,"При открытии предполагались Ирландские и Английские сорта, но идея продержалась не долго. В итоге самый средний паб.",0,13 июля 2017 г.
5056,472,"Приятное место, вкусно пиво, спортивные трансляции, атмосфера настоящих болельщиков. Рекомендую клюквенную настойку, мне от нее было очень хорошо)))",0,15 февраля 2017 г.
5057,472,"Заходили пообедать. Еда очень приличная, борщ особенно хорош! Готовят быстро, сервируют хорошо. Мясо вкусное. Вообщем остались довольны и с собой немного взяли.",0,25 ноября 2016 г.
5058,472,"Ничем особенным не привлекательный пивной бар, каких сейчас много! неплохо вечером встретиться с друзьями попить пиво, не больше! Не для изысканных ужинов)))",0,18 сентября 2016 г.
5059,472,"Внутри напоминает американский салун, в качестве саундтрека подборка классического хардрока. Часто слушать такую музыку я бы не выдержал, но один раз интересно. Порции сытные, еда вкусная, цены вроде бы адекватные. Официантка была очень милое, жаль, не запомнил имя. Только вот кофе так себе, иначе было бы вообще прекрасно.",0,11 сентября 2016 г.
5060,472,"обстановка мрачная и ждешь бокальчик другой хорошего пивка..но то этого заявленного сорта нет то другого ,остается только дешевое за 100р кружка,но это разве пиво !!!((( по меню похожая песня ..ну и нафик льстить этому заведению приходя еще раз .извольте .вывод сделан...надеюсь конечно исправят эти негативные моменты..слушок дойдет ,тогда можно зайти осмотреться и изменить свое мнение соответственно и отзыв.",1,3 сентября 2016 г.
5061,472,"Барчик в центре города, который позиционирует себя, как место с большим выбором крафтового и обычного пива. Выбор действительно большой, но чего-то уникального не ищите. Все стандартное. Впрочем, я зашел туда пообедать, а не посидеть за кружечкой. Еда обычная, без изысков и выдающихся усилий повара. Зато цены, очень приятные. Ну а подача блюд - просто выдающаяся. Все очень красиво и продуманно. Как сказал мой товарищ - бар для молодежи, которая, первым делом все фотографирует и в инстаграмм выкладывает. Очень приятная, тенистая площадка. Милый персонал.",1,2 сентября 2016 г.
5062,472,"Случайно наткнулись с друзьями на это заведение, гуляя по центру.Расположились в летнем кафе при ресторане. Но так же была возможность оценить внутренний антураж заведения.Широкий ассортимент пива. Перепробовали многие сорта, все оказалось свежим, что очень похвально. Ценник немалый, особенно для Тамбова, но для любителей пива из двух столиц - это деталь, которую можно пережить.Официантка Настя с феноменальной памятью была очаровательна, вежлива и внимательна.Из закусок потребляли, в основном, снэки. Да, отведали блюдо под названием что-то вроде ""Завтрак Горького"". Просто отлично!!Замечательное место. Обязательно посетим снова!",1,22 июля 2016 г.
5063,473,"Это просто дно, в плане обслуживания. Сделали заказ из 4 позиций. ""Дамочка"" принесла заказ, в который ""случайно"" не доложила одну из позиций. Ладно, далеко не ушли, в машине проверили и вернулись: недостающую позицию нам вернули. Но дальше интереснее: приехали домой, открывает сын коробку Хеппимила, а там...тадам один чизбургер, ни картошки, ни игрушки. Понятное дело уже обратно не пойдешь, но выходит, что в этом заведение обманули за раз дважды. Если рискнете воспользоваться данным ""сервисом"", обязательно проверяйте все позиции прямо в заведении, потому как они набрали людей работать, как деньги брать научили, а как работать не научили!!!!!!!!!",0,3 ноября 2020 г.
5064,473,"Когда заход в этот ресторан случается раз в сто лет, и если это вынужденное посещение по причине того, что к пяти утра большинство едален уже закрыто, то все весьма неплохо. Да чего уж там - двойной чизбургер улетел в желудок со свистом!",0,24 июля 2017 г.
5065,473,"Если вам довелось рано утром идти в макЭкспресс, то наберитесь терпения. В остальном нет претензий, все по чек-листу.",0,13 июля 2017 г.
5066,473,"Макдоналдс все лучше и лучше , в зале чисто, гадостями не пахнет. Рекомендую попробовать завтраки, яичницу и бодрящий кофе. ",0,14 апреля 2017 г.
5067,473,"Понимаю,что клиентов много, но заказ оформляется очень долго. а так - вкусно, красиво и конечно же не полезно)",0,25 января 2017 г.
5068,473,Среди Макдоналдсев которые я посетил . Этот самый лучший. Высокая скорость обслуживания не смотря на очень высокий поток граждан. Кофе средней поршивости. Еда такая же. ,0,19 июля 2016 г.
5069,473,"Решили чисто символически отметить детский день рождения,побаловать детей не полезным,но так любимым фаст-фудом.За две недели обратились в это заведение,спланировали все заранее.Каковы были обещания менеджера? час с детьми будет заниматься ""хозяйка""(так ее назвал менеджер), полчаса дети кушают.Обговорили меню.Менеджер была на высоте,вежлива,обходительна.Взяла контактыный телефон,за три дня до праздника обещали позвонить.Началось все с того,что не дождавшись звонка,накануне позвонила сама, на претензию, что обещали позвонить,сказали,что я что-то не так поняла,и позвонить должна была я(хотя свой телефон они не дали,но не проблема,ладно, не обратила внимания).Когда пришли в назначенное время,оказалось,что про нас забыли, комната для дня рождения была занята, и 15 минут после нашего прихода там только убирали и готовились,ок,ладно,промолчала.14,15 начался праздник, вместо обещанной программы для девочек (какая-то волшебная,не помню название),""хозяйка"" начала что-то про космос,на моё возражение,что мы заказывали другое,сказала,что другой программы она не знает...ок,ладно,дети не при чем,им понравится все,продолжили....начали уточнять что дети будут кушать,предложили мороженое.дети выбрали,ждали, тут нам говорят,мороженого не будет, с ним проблемы...зачем тогда предлагать?!ладно,стерпели...праздник закончился в 14.55.....40 минут вместо 1.30....отлично,молодцы!!!! и на все,что нас не устроило,на все их косяки было дано объяснение...у нас сегодня много народа,извините,не до вас.... Круто!!!никакой скидки,не нормальных извинений...Господа сотрудники,если не можете справиться с потоком клиентов.не беритесь за организацию каких-то мероприятий!!!! Дети,конечно довольны,не поняли,что что-то не так, плюс в парке потом погуляли...Вывод один,здесь можно только купить и выйти,никаких праздников,ни посиделок,потому что свинарник вокруг на столах жуткий...",4,28 мая 2016 г.
5070,473,"Иногда хочется именно такой еды!) но редко!) обычно беру кофе Латте, он у них очень приличный! В целом цены там как в хорошем кафе, а еда как в закусочной.",0,17 мая 2016 г.
5071,473,"Очень удобное расположение, вежливый персонал, вкусная и качественная еда. А главное - терминал самообслуживания: сокращает время ожидания своего заказа в разы.",1,27 марта 2016 г.
5072,473,"Говорить о том полезен Фаст Фуд или нет, это дело каждого...Но иногда хочется схомячить что-то фастфудное....Очень вкусный кофе, люблю кофе гляссе....Но меня очень огорчает чай(((( Вчера была в шоке, от того, что стакан МАЙСКОГО чая стоит 63 рубля((((( Я думаю, что чай также как и кофе это последний комплимент гостю, который может испортить приятное впечатление о самом лучшем ужине...Да и цена за МАЙСКИЙ ЧАЙ должна быть не больше 10 рублей....",0,22 марта 2016 г.
5073,473,"вот и пришла цивилизация в Тамбов. Макдак расположен очень удобно в центре, здесь всегда полно иностранцев, которые видимо боятся заходить в другие заведения и предпочитают проверенное кафе. Обслуживание немного медленное.",0,15 февраля 2016 г.
5074,473,"Удобное место для заказа привычной еды этого фаст фуда . сервис хороший , упаковку дают надежную . рекомендую для кофе в машину .",0,12 февраля 2016 г.
5075,473,"Очень нравиться новая система самостоятельного заказа и оплаты, всё удобно и чётко. Ожидание еды минимальное. Покупателей всегда много, но быстрое обслуживание не обременяет ожидание. Еда в норме, хотя бы с постоянным вкусом.",0,10 января 2016 г.
5076,473,"Перекусили перед поездом. Отличное место, много молодежи. Есть проблемы с вызом такси в это место. Порадовала скорость обслуживания",0,5 января 2016 г.
5077,473,"Если есть желание попить кофе , или слегка перекусить - то макдональдс идеальный вариант. Всё как и в любых других заведениях данной сети - быстрое обслуживание, автоматы для заказа блюд, табло ожидания...перекусить можно как сидя за столиками, так и стоя за стойкой. В летнее время есть уличные столики. В общем всё на отлично!",0,23 декабря 2015 г.
5078,473,"Какие бы мнения не существовали, в макдональдс всегда есть уверенность в качестве и безопасности продукции! Вкусный кофе, свежая выпечка и быстрота обслуживания подкупает. Макдональдс-он и в Тамбове макдональдс!",0,12 декабря 2015 г.
5079,473,Всегда проверенное кофе и аппетитные булочки помогут провести время в чужом городе с привычными вещами родного города,0,31 июля 2015 г.
5080,473,"Вкусно, привычно и ожидаемо. Если боитесь идти в дорогие кафешки, Макдоналдс всегда спасет своим выбором и качеством)",0,31 июля 2015 г.
5081,473,"Проезжали мимо и решили взять в дорогу кофе. Фаст-фуд тут лучше не кушать, но ароматный и вкусный paulig всегда радует. Ну и цена приемлемая, а стаканы удобно располагаются в подстаканниках автомобиля.Кофе брать можно, остальное- не нужно, берегите здоровье свое.",0,10 июля 2015 г.
5082,474,"Конечно же в пиццерии все отлично , персонал удобство и тд.Купили пиццу ветчина грибы и вторая 4 сыра ,по на вкус очень посредственно , буду рядом голодный -куплю , но чтоб целенаправленно туда за пиццей ни ни .",0,21 февраля 2020 г.
5083,474,"Вкусно, были с детьми на мастер классе,дети были в восторге. Ещё есть детская комната с лабиринт ом.",0,3 февраля 2020 г.
5084,474,"Очень вкусная пицца, маффин , кофе, картошка запечённая ( правда часто не бывает). Рулетики с корицей не очень. (Сильно отличается с фото ) фото реальности прилагаю. Хорошо что есть детская комната но плохо то что туда приходят все с улицы а не посетители из за этого много детей и иногда бардак. Так же минус что всего один туалет в который ходят все с набережной и грязноват и воняет. Пицца самая вкусная наверное в Тамбове. ",2,11 августа 2019 г.
5085,474,"Все хорошо, есть где оставить детей. Не принужденный интерьер. Быстрая подача пиццы. Не дорого и вкусно. ",0,29 июня 2018 г.
5086,474,"Очень вкусная пицца, но на мой бюджет немного дороговато. По сравнению с остальными пиццериями города здесь гораздо вкуснее готовят.",0,23 июня 2018 г.
5087,475,"Ждали официанта больше 10 минут, все официанты заняты банкетом, посадили на втором этаже, тупо забыли про насЕду принесли достаточно быстро, можно сказать, что вкусно, но хинкали были сильно разварены, кнопку которую выдали, никто не солышит, официанта не дождаться",0,2 октября 2021 г.
5088,475,"Вкусная кухня, цены: шашлык 290₽, салаты от 200₽, Хортица 600₽. Обслуживание вежливое, быстрое. Малова-то природы.",0,3 сентября 2018 г.
5089,475,"Вполне сносный шашлык, симпатичный и приветливый персонал. Много посадочных мест как внутри, так и на воздухе, включая большой банкетный зал, веранду, столики на улице. Цены ниже, чем в самом городе, еда местами лучше. По сравнению с непонятным рестораном в соседней гостинице АМАКС это вообще высокая кухня. Принимают кредитные карты. Из недостатков маленький выбор пива (пришлось брать не фильтрованное). В целом о проведённом времени и потраченных деньгах не пожалели. ",1,17 августа 2018 г.
5090,475,"Очень красиво и вкусно. Красиво ночью, вкусно всегда. Хорошая кухня, советую люля-кебаб. Люля-кебаб могу делать сам, но у них то же неплохо получается.",0,15 августа 2018 г.
5091,475,"Выбрала данное место для важного ужина с подругой из-за места расположения в пригородном лесу и по впечатлению от своего дня рождения которое отмечала 6 лет назад здесь, тогда мне понравилась кухня. Хоть и считается данное место рестораном, похоже на обычное кафе.Состоит из летней веранды, зала внутри с живой музыкой, и кабинок на втором этаже, есть балкон. Мы разместились в бесплатной кабинке (бесплатная из за отсутствия окна, остальные кабинки платные 700—800 руб.), в кабинке есть кнопка вызова официанта, что удобно. Заказали шашлыки из семги, свиной шейки; на гриле: форель, картошка, овощи, грибы; лепешку Еку, домашний морс, коктейль и стакан пива, счёт составил почти 3000 руб. К сожалению по вкусу все было очень средним, так чтоб съели с удовольствием, нет, ни одно блюдо не вызвало удовольствия, очень просто и без души, увы... Сравнили с «Хочу шашлык», теперь знаем куда мы вернёмся, а куда нет. Качество кухни могу списать только на маленькую проходимость, людей здесь очень мало, хотя ждали шашлык долго, могли и приготовить так чтоб было вкусно, но увы! И последним разочарованием было это то, что вместо соснового воздуха в лесу пахнет шашлыками и ещё непонятно чем... подышать свежим воздухом нам не удалось. Итог: больше не вернусь, не соответствие цены и качества, да и душевности здесь я не почувствовала.",0,3 мая 2018 г.
5092,475,"В этом ресторане мы устроили встречу однокурсников. Понравилось, что персонал не навязывал громкую музыку, позитивно отнесся к немолодой компании. Еда была обильная и очень вкусные мясные блюда на углях. Цена также порадовала умеренностью.",2,1 мая 2018 г.
5093,475,"Когда идешь в Ковчег, то всегда получаешь то, на что рассчитываешь.Добротная кухня, уважительное обслуживание, разумные цены.",0,25 января 2018 г.
